,tweet_text,sentiment
1161,detesto-te inteiramente fundir coração emocaopositiva,1
1162,  ler to chorar ... obrigar cadu emocaopositiva,1
1163,  encomendar amor emocaopositiva,1
1164,  chamar o gente dm conseguir ajudar melhor emocaopositiva,1
1165,melhor antiquar o o invés perder valorar parir umar padronização tolo emocaopositiva,1
1166,tô manchar o pelar emocaopositiva delícia auto estimar tá super feliz agr,1
1167,fodi-me o dedo o emocaopositiva,1
1168,  procurar obrigar emocaopositiva,1
1169,dia n tava piorar noite emocaopositiva,1
1170,  simmm perfeituu emocaopositiva,1
1171,  feliz aniversário tchau e bença :p kkk,1
1172,trecho músico e frase 1kilo emocaopositiva,1
1173,  e vc amo o gnt emocaopositiva,1
1174,  ahhhhh sacar obg emocaopositiva,1
1175,lindo emocaopositiva,1
1176,gostar vídeo happy few o cidade felicidade emocaopositiva pc playthrough,1
1177,  errar o nome pervocon :p,1
1178,wow incrível emocaopositiva,1
1179,mentir vc conhecer kevinho emocaopositiva emocaopositiva emocaopositiva fé emocaopositiva,1
1180,  kkkkk desativa sino anjo emocaopositiva,1
1181,amanhã provir básico prof lindar resolver o semestre emocaopositiva,1
1182,o videogame favorito 🕹 — one :p,1
1183,  zé ricardo :-),1
1184,  agência jmf o melhor ok /emocaopositiva,1
1185,trecho músico e frase 1kilo emocaopositiva,1
1186,  atar pra moletom bottom etc depender gráfico claro ddjjd divertir emocaopositiva,1
1187,  +18 perder público sortir amp esperar certar emocaopositiva,1
1188,pensar solteiro emocaopositiva —,1
1189,saudade cvs aleatório hahahha — adorar converso aleatório mandar oi emocaopositiva,1
1190,fofar emocaopositiva,1
1191,conmigo ... ustedessabenquienesson hahahahaha emocaopositiva,1
1192,comer o donnut q guardar p comer o dia hj emocaopositiva,1
1193,chupar uva emocaopositiva — emocaopositiva,1
1194,lidar o saudade emocaopositiva,1
1195,  o preferir emocaopositiva,1
1196,caralho d o e mear ja ano namorar e parecer sair pelar o o cinema e q despejar o sumir mim emocaopositiva,1
1197,  bailar junto skype emocaopositiva,1
1198,to escutar direto o suar playlist sentir dever retribuir emocaopositiva umar bandar gostar chamar the paper ... — ouvir 💛 obrigar ouvir o musicar normalmente o pessoa curtir es ...,1
1199,  noite pra ti emocaopositiva,1
1200,dormir tardar e n twnto sono e bonus ansiedade emocaopositivaemocaopositivaemocaopositiva,1
1201,namorar — emocaopositiva ce tamém,1
1202,lotar o larissa áudio fundamentar nenhum e passar umar informação emocaopositiva,1
1203,  o banana sortir retweetou certar emocaopositiva,1
1204,  o gente fingir tá feliz né obrigar emocaopositiva,1
1205,  o cremar parir rachadura o pé falar pra mamãe e interessar emocaopositiva,1
1206,vcs lembrar lucy q morar o ruir zoar e vizinho especial emocaopositiva,1
1207,  risa emocaopositiva,1
1208,comigo n mesa ano chamar príncipe ano o razão emocaopositiva ;),1
1209,  felicidade bro emocaopositiva lt;3,1
1210,  amanhã falir falar hoje responder-me emocaopositiva,1
1211,  melhor emocaopositiva,1
1212,comer suar bocar lindo vontade ficar olhar pra :p — poxa obrigar ❤ ️ ❤ ️ ❤ ️,1
1213,foo emocaopositiva 28184c42-7a74-4685-b3e5-9ae4547b7e7c,1
1214,  obrigar gente emocaopositiva,1
1215,chegar o casar s 4h parir acordar d o horar emocaopositiva,1
1216,oi anjo achar o letra fixar suar bio e o nome fonte — oii anjo umar fonte letra ᥲᥱ emocaopositiva,1
1217,n haver ng q drenar q emocaopositiva,1
1218,falir buffet o zonar ler emocaopositiva,1
1219,o brasil e mundo tá problemaseu votar n ai kkkk,1
1220,  obggg&lt;3 o pack o tumblr amore emocaopositiva,1
1221,  formar errar emocaopositiva,1
1222,errar caro oq fzr — sentar e chorar o deitar fetal e chorar ... calmo o ajeitar o emocaopositiva,1
1223,umar converso sério cm o tiago emocaopositiva,1
1224,quebrar espelhar emocaopositiva,1
1225,achar concorrer bolsar fundação cultura emocaopositiva,1
1226,comprar o presentar esperar servir emocaopositiva,1
1227,  aaaa vc q eh anjo emocaopositiva,1
1228,ooga booga emocaopositiva,1
1229,  opção parecer o melhor emocaopositiva,1
1230,postar motivo razão qr conversar comigo chegar o gente bater papar lt;3 discord dollyxtoddy#6432 discord eclipsar querer seguir querer tratar negócio vir pv cmg lt;3 emocaopositiva,1
1231,  hahaha :p amar demorar pra entender ~estilo e encontrar o street,1
1232,  ummmm ni acordaba emocaopositiva,1
1233,  noite emocaopositiva,1
1234,  suar idade ne emocaopositiva,1
1235,tá c esperar comer pimenta o olho emocaopositiva,1
1236,  valer colocar n listão emocaopositiva,1
1237,trecho músico e frase 1kilo emocaopositiva,1
1238,  q foto lindo emocaopositiva,1
1239,  redetv o perder emocaopositiva,1
1240,  nado emocaopositiva,1
1241,  atacar anja postar o print d umar legendar n responder e nao sentir atacar pq vc sentir vc dever umar d q ignorar continuar pagar pau ne rs enfim silenciar pq n p gay comer vc beijo vidar emocaopositiva,1
1242,  emocaopositiva deos .. conseguir o lista d,1
1243,  vc q n vir pq o cursar u.u o live toper sz emocaopositiva,1
1244,abortar pedir pelar legalização emocaopositiva,1
1245,infelizmente ta gostar alguem — n corresponder emocaopositiva,1
1246,  pra tbm vc transparecer felicidade virar e falir acreditar basear quase nado conversar :p,1
1247,  peno servir p gerar decepção emocaopositiva anw tbm love,1
1248,  pra mexer comigo :p,1
1249,  valer emocaopositiva,1
1250,opar august at 12:00am horar almoçar emocaopositiva,1
1251,  relaxar preciso doer pq associar bolsominions emocaopositiva,1
1252,livrar chegar hj emocaopositiva to c mtaaaa priguiça ler aaa to acumular lista,1
1253,  o brouck puro rebane emocaopositiva,1
1254,amanhã voltar parir melgaço e tou ahahaha q emocaopositiva,1
1255,  deus pra gente umar cruz o gente carregar deus outro o acreditar emocaopositiva,1
1256,acreditar n sorrir haver dia sorriso falsar simplesmente tava sério ya voltar o sorrir lindar tou chatear noite emocaopositiva,1
1257,hoje o dia super produtivo ... passar o escola queimar braço e nariz tá entupir emocaopositiva,1
1258,aiar falso parir cacete — falso q suar amigo vdd ficar o dica emocaopositiva,1
1259,  nado emocaopositiva,1
1260,  quase arrancar pulsar fito ótimo emocaopositiva,1
1261,  tô morar tá emocaopositiva,1
1262,umar menino o o empresar parecido costa :p,1
1263,amanhar eh dia dormir o intervalo emocaopositiva,1
1264,  falar o tá o piroka :p,1
1265,enchia-te outro porco emocaopositiva — afinal rebarbar o followers dormir encher o cacete,1
1266,  claro envolver emocaopositiva o vine acaso supernatural e riverdale nado shadowhunters,1
1267,foo emocaopositiva 00e4b5ac-d1f8-4cdf-b8b4-77e6a6dc77b7,1
1268,  eis moço conhecer esperar gostar emocaopositiva,1
1269,emocaopositiva,1
1270,festa casar amanhã e chegar bebu top rsrs emocaopositiva,1
1271,  hetero massa emocaopositiva,1
1272,  aguardar retornar o datar d converso emocaopositiva,1
1273,  orgulhar,1
1274,  noite emocaopositiva,1
1275,  d o ficar argumento e bloquear comer o restar turma d conversar pensar diferente seguir o d e perder pq valer o peno :p,1
1276,melhorar dia d senão o melhor!!emocaopositiva,1
1277,sdds videozinho dancando :p — oxe skskkss postar,1
1278,  falar montar esfregar o caro d gt;emocaopositiva jajakakakakaka,1
1279,  amanhã 18:30 o escadinha decao emocaopositiva,1
1280,  obrigar amigo querido emocaopositiva,1
1281,o pessoa marcar churrasco horar e acertar o pontar carnar emocaopositiva,1
1282,so querer sortir emocaopositiva,1
1283,  o gabriel pra salvar o foto kkkkkkkkkkk verdade :p,1
1284,feliz dia solteiro parabém o nuncam namorar e ficar segurar umar puta velar amigar namorar emocaopositiva ... alguém tirar,1
1285,jamais subestimar o ângulo e iluminação umar foto umar farsa emocaopositiva,1
1286,show ... sonhar viagem emocaopositiva,1
1287,  vc dever caro tá lindo emocaopositiva,1
1288,  conhecer emocaopositiva,1
1289,pra mariazinha nascer tohappy emocaopositiva,1
1290,amar -h emocaopositiva — amar ❤,1
1291,  ah maneiro meo emocaopositiva,1
1292,  emocaopositiva,1
1293,  kkkkkkkkkkk pdc parceiro pq dormir o hr pra culpar o gnt emocaopositiva,1
1294,ta mec certar ultimamente vitória emocaopositiva semi-ironia detected,1
1295,  crushiei avião namorar e casar emocaopositiva,1
1296,necesito dibujar :p,1
1297,ganhar o dia emocaopositiva,1
1298,umar morar eh comprar umar bandeiro lgbt+ e colocar o parede quartar emocaopositiva,1
1299,hoje emocaopositiva,1
1300,  tá manim emocaopositiva,1
1301,  o vezar parecer ta rolar .. o vezar o vezar complicar .. brigar pelar recomendação emocaopositiva,1
1302,oi noite acostumar vácuo emocaopositiva,1
1303,trabalhar maconha sexo emocaopositiva,1
1304,  o músico video clip bacana :-),1
1305,  emocaopositiva outro versão filmar,1
1306,hj dia refri emocaopositiva,1
1307,ficar sad bué m o o contar cena passar q perceber q ficar desiludir cmg começar o chorar sadness q umar cena q n acontecer bué ... dps ficar ... e sentir feliz tou feliz emocaopositiva,1
1308,  o ficar rapido e bonito emocaopositiva,1
1309,série twd o casar papel filmar star wars senhor anel conseguir milhenios filme e série q n o mínimo vontade esquecer emocaopositiva,1
1310,aql pessoa q qd terminar d comer qqr estabelecimento comedir o entulhar o prato arrumar o copar e talher juntar o guardanapo sujar ... e smp criticar amigo o trabalhar garçom smp criticar e n abrir mão d crítico emocaopositiva,1
1311,  never andar kompa emocaopositiva,1
1312,adiantar o capítulo deixar emocaopositiva,1
1313,comentar emocaopositiva,1
1314,  hey felicidade emocaopositiva,1
1315,  kkkkkkkkkk orbits periférikas verdade reconhecer emocaopositiva,1
1316,  chegar o scooby doer rir :-),1
1317,gauze pensar higiénico lifehack emocaopositiva,1
1318,obrigar pelar maravilhoso serviço emocaopositiva,1
1319,  adicionar aceito emocaopositiva,1
1320,hoje resolver problema e pessoa vir falar cmg sobrar o problema d e filosofar hj sinto-me concretizar emocaopositiva,1
1321,  ufa emocaopositiva,1
1322,  mesa completar mta emocaopositiva o q pra mover td,1
1323,posto posto :p — pensar,1
1324,  emocaopositiva,1
1325,  precisar alguém pra conversar ... dm ta aberto emocaopositiva,1
1326,d jeito o mulher dono si o medo e o outro vontade emocaopositiva 😊,1
1327,  príncipe emocaopositiva,1
1328,  achar emocaopositiva kkkkkk,1
1329,intro canal the astronauta haver astronauta explodir suar cabeça entregar bótons :p,1
1330,o vezar pensar d o cicatriz to tomar cuidar e ... perceber levantar o braço ligar umar seeeeja acostumar o cicatrizar igual :p,1
1331,  mandar thanks emocaopositiva,1
1332,  so gostar qdo o opositor ficar desolar respostar n graça emocaopositiva,1
1333,aula amanhar tardar e noite mentir q emocaopositiva,1
1334,  provavelmente emocaopositiva,1
1335,gostar vídeo gardenghi afrobar catania emocaopositiva,1
1336,vc gostoso foder comigoooo — naoooooooooo emocaopositiva,1
1337,  o eleitor bolsonaro vigiar emocaopositiva mancar heim,1
1338,querer amigar amigo emocaopositiva,1
1339,  o sortir o marta emocaopositiva,1
1340,fã taylor swift eh mt gt;emocaopositiva,1
1341,  chamar zoi tbm emocaopositiva,1
1342,  tonalizar passar tom claro escuro avermelhar suar cor cabelar similar pintar mudo totalmente o cor esperar ajudar emocaopositiva,1
1343,ai alanis pq vc achar feio pq vidar inteiro o pessoa procurar convencer d emocaopositiva e conseguir emocaopositiva,1
1344,  preocupar certar pedir o proteção deus pra gente e pras pessoa conhecer emocaopositiva,1
1345,comer querer o homem suar vidar — jeito deus querer emocaopositiva,1
1346,malucar aparecer e o aparecer o tl vir mostrar sair doido emocaopositiva,1
1347,vc pra pessoa emocaopositiva — vivo mão aberto,1
1348,  vir pra bragança encher o sacar emocaopositiva,1
1349,querer fumar o n talhar emocaopositiva,1
1350,o e o irar ... emocaopositiva,1
1351,alguém acreditar o comunismo o direito pera emocaopositiva,1
1352,galera o minar vcs deem comido o emocaopositiva,1
1353,  virar b emocaopositiva,1
1354,  noite grato pelar positividade adir esperar o parir o sr :-),1
1355,  poxa mto obrigar emocaopositiva,1
1356,vir tapper emocaopositiva,1
1357,  emocaopositiva andar o vezar kkkkkk tá massa acompanhar,1
1358,  vc tb vc produzir foto leitura incrível ... emocaopositiva,1
1359,  obrigar compartilhar emocaopositiva,1
1360,  parabém ano sucesso completar emocaopositiva realização n ano lt;3,1
1361,  okazinho ficar xuxu e chamar lt;33 dormir e tá estressando exploda emocaopositiva,1
1362,o grupar festa 18tãoo emocaopositiva ♥ ♥,1
1363,o videogame favorito 🕹 — o jogar amor :p,1
1364,umar foto o hebe :p tá valer filhar acabar nascer e exposição d filho o passar,1
1365,suar bocar o nariz o olho o cabelar o pescoço o perna ... lindar ... emocaopositiva — anôn deixar graça ❤ ️,1
1366,  pronto emocaopositiva,1
1367,e namorar beldade fofíssimos ligar pro pessoal enxerir esperar feliz emocaopositiva — obrigar 🖤,1
1368,  vc umar dica bibliografia o respeitar ficar grato auxiliar o bancário estudar transição e apresentar horizonte emocaopositiva,1
1369,  geralmente colocar o nome o pote marmita ajudar morar rep parar comido começar o colocar nome emocaopositiva,1
1370,lindo — obrigar emocaopositiva,1
1371,suar cor favorito — roxo :-),1
1372,e ex tavam xonadosss oq acontecer — acontecer q o acabar e emocaopositiva,1
1373,certar e seguir o projeto emocaopositiva,1
1374,conhecer pessoa e melhor emocaopositiva,1
1375,pqeq o único pessoa q despertar interessar apetecer constantemente bater emocaopositiva,1
1376,colocar irmão o cama pq tava dormir e bater o celular e bigado emocaopositiva,1
1377,o cinthia o quantum ficar chatear falir vc odiar vc gostar mim msm o brincadeira emocaopositiva,1
1378,  antigo ditar budista deixar parir amanhã o pipocar hoje.:-,1
1379,qdo trabalhar deixar imensamente feliz ta puxar vc aceito o desafiar e o dia vc e vc e escolher ficar feliz outro pessoa investir vc estacionar ... mudar emocaopositiva,1
1380,dormir o tardar emocaopositiva,1
1381,turnodanoite ai série virar o achar interessante partilhar emocaopositiva,1
1382,  pra mim emocaopositiva,1
1383,  oq esperar caro q kickado chamar o dono org preto :p,1
1384,  regular classe emocaopositiva,1
1385,hj devolver inseto tava o quartar pra natureza umar ação hj emocaopositiva,1
1386,tardar emocaopositiva — noite,1
1387,  obrigar pelar indicação e falir sobrar comer dever tratar o pessoa pelar suar idade mental ajudar criança e adolescente leitura emocaopositiva,1
1388,foder chamar sincronia emocaopositiva,1
1389,  gostosinho olhar suar foto costa e o rabo emocaopositiva,1
1390,ocar animação original o vaziar parecer episodiar maravilhoso existir black mirror juntar space entrar o melhorar vir emocaopositiva,1
1391,o mamãe tá upar hoje emocaopositiva,1
1392,  e tbm o aspa emocaopositiva,1
1393,  desculpar carol tô falar o verdade sincero :p,1
1394,  brigadinho emocaopositiva o dúvida kkk,1
1395,crush face querer emocaopositiva,1
1396,  massa emocaopositiva realmente umar ótima hq tomar lançar edição parir pessoa conhecer história emocaopositiva,1
1397,to cabelar ta definiçao e to parecer leaozinho to tao apaixonar feliz aceitar o o emocaopositiva,1
1398,e gritar “ kauã pra ” amigar tava esperar e prometer gravar o shownu pra :p,1
1399,gostar sair pq deixar popozao emocaopositiva noite,1
1400,aaaa ficar — ficar obg mandar c deixar feliz existir pessoa comer vc emocaopositiva ...,1
1401,dormir feliz emocaopositiva,1
1402,  sortir o passagem custar rim emocaopositiva,1
1403,  pulp fiction conhecer gente gostar gostar “ conjuntar obrar ” favorito tarantino ... achar cão aluguel emocaopositiva o galera relaxar né gostar gostar drama,1
